id,school_id,date,date_precision,location,affected_communities,category,summary,source_ids,source_types,institutional_response,response_date,legal_status,verification_status,confidence,tags,created_at,updated_at,record_hash
evt_2026_1179,california_state_university_sacramento,2024-01-01,year,"Sacramento, CA",National origin,Other source-backed civil rights event,ED campus safety data listed one reported on-campus hate-crime statistic for California State University-Sacramento: Larceny-theft characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; lar-t-nat24,2026-06-03,2026-06-03,sha256:5f77b3b4a50f323000951de513d40b6ec94278cfbff660179e8a89631dbec212
evt_2026_1180,university_of_colorado_boulder,2024-01-01,year,"Boulder, CO",Ethnicity,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for University of Colorado Boulder: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et24,2026-06-03,2026-06-03,sha256:318bd942bd5c8ea16dcf689d5a4024e0ec6d3fbaebb011c175d309ddd4f0f3d5
evt_2026_1181,yale_university,2023-01-01,year,"NEW HAVEN, CT",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Yale University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac23,2026-06-03,2026-06-03,sha256:007b38cb62a413d433f0d303445dcb019c5b7d65de98de37dc76147f318a82c4
evt_2026_1182,american_university,2023-01-01,year,"Washington, DC",Ethnicity,Vandalism,ED campus safety data listed 5 reported on-campus hate-crime statistics for American University: Destruction/damage/vandalism characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-et23,2026-06-03,2026-06-03,sha256:0e7025d871c4537492060d6ff16c862cc60ed04561ce2a148c073afbcab3b958
evt_2026_1183,florida_state_university,2022-01-01,year,"TALLAHASSEE, FL",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Florida State University: Simple assault characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rac22,2026-06-03,2026-06-03,sha256:3c22b14f4fac1aecf54215b1bb038abbb74315d09aa4f1c6d02880c9ef72ae40
evt_2026_1184,university_of_georgia,2023-01-01,year,"ATHENS, GA",National origin,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Georgia: Simple assault characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-nat23,2026-06-03,2026-06-03,sha256:326482daf7f1b21585aaa89460f6c1cc365ffa1b42add218c32602b244fc6236
evt_2026_1185,waldorf_university,2023-01-01,year,"FOREST CITY, IA",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Waldorf University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac23,2026-06-03,2026-06-03,sha256:afa5100575d5914eec20e65b91cb6c30f2fd7826f819bca26a5cfec67f9a3feb
evt_2026_1186,boise_state_university,2022-01-01,year,"BOISE, ID",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Boise State University: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac22,2026-06-03,2026-06-03,sha256:f2eeded9cd7e4d3b39d525d0c3eac66c2c9f5d2d3951d9afd95b04c7cdbe9586
evt_2026_1187,rush_university,2023-01-01,year,"CHICAGO, IL",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Rush University: Simple assault characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rel23,2026-06-03,2026-06-03,sha256:c7f9dfa9a200207326abce308b033d82198c5d646372e9978bc2aa07bfbf3508
evt_2026_1188,indiana_university_bloomington,2024-01-01,year,"BLOOMINGTON, IN",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Indiana University-Bloomington: Simple assault characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-sex24,2026-06-03,2026-06-03,sha256:8b509181d1d370cf21b581c5012262e82f73074385416cb97074329813b5d6b4
evt_2026_1189,university_of_kansas,2023-01-01,year,"Lawrence, KS",Religion,Other source-backed civil rights event,ED campus safety data listed one reported on-campus hate-crime statistic for University of Kansas: Larceny-theft characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; lar-t-rel23,2026-06-03,2026-06-03,sha256:a7d4ee80ba0b1d623e531b14be7a6d0fb34375cd430e1c36dd4017b048b9f919
evt_2026_1190,bridgewater_state_university,2023-01-01,year,"BRIDGEWATER, MA",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Bridgewater State University: Simple assault characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-sex23,2026-06-03,2026-06-03,sha256:9a877df695a28cc3f3418928a690bb708c610531fd8afca9af016371ba31a9f9
evt_2026_1191,university_of_maryland_baltimore_county,2023-01-01,year,"Baltimore, MD",Race,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for University of Maryland-Baltimore County: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac23,2026-06-03,2026-06-03,sha256:6ef30076c913464ef24bbd1a76aad37f16b8f7c7d7188c634086d25b6c42cd30
evt_2026_1192,saginaw_valley_state_university,2023-01-01,year,"UNIVERSITY CENTER, MI",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Saginaw Valley State University: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel23,2026-06-03,2026-06-03,sha256:59a41080dbde86e7ce139fb206f6d511c6a0deceab0f64f99ef7c9bd866191fb
evt_2026_1193,riverland_community_college,2023-01-01,year,"Albert Lea, MN",LGBTQ+,Vandalism,ED campus safety data listed 4 reported on-campus hate-crime statistics for Riverland Community College: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex23,2026-06-03,2026-06-03,sha256:2047496759d1328d2b0d4898d84b2b1641ae33f929c81177d72fb74fbb4121af
evt_2026_1194,washington_university_in_st_louis,2023-01-01,year,"SAINT LOUIS, MO",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Washington University in St Louis: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac23,2026-06-03,2026-06-03,sha256:779e0d5169926778565c017011c75a91b486c9eb3d343240588973d32c759208
evt_2026_1195,highlands_college_of_montana_tech,2022-01-01,year,"Butte, MT",Race,Vandalism,ED campus safety data listed 2 reported on-campus hate-crime statistics for Highlands College of Montana Tech: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac22,2026-06-03,2026-06-03,sha256:899eff95c882b092339c4824cbb23653a715cc7f92a74bc1ace8131749d78ba7
evt_2026_1196,university_of_north_carolina_at_chapel_hill,2024-01-01,year,"CHAPEL HILL, NC",LGBTQ+,Harassment or threat,ED campus safety data listed 3 reported on-campus hate-crime statistics for University of North Carolina at Chapel Hill: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex24,2026-06-03,2026-06-03,sha256:e21158a8e3a7e4247d6f5cb64de332c85b46723cce58b32695af74bd8f1c88a3
evt_2026_1197,university_of_nebraska_lincoln,2023-01-01,year,"Lincoln, NE",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Nebraska-Lincoln: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gid23,2026-06-03,2026-06-03,sha256:5da937ffe0445dbd8fc121eb97d74dfd653a229474e444957bb6dfbc7e44174a
evt_2026_1198,dartmouth_college,2023-01-01,year,"HANOVER, NH",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Dartmouth College: Simple assault characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rac23,2026-06-03,2026-06-03,sha256:795db341afe35a919b3b577fc82f5a1693e15d3b3d65ee803333312b84e8dcc4
evt_2026_1199,brookdale_community_college,2022-01-01,year,"LINCROFT, NJ",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Brookdale Community College: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel22,2026-06-03,2026-06-03,sha256:2353070919810dfe5c732091fe0a88a0face5966ff86f2b2d330dec23b34a2c4
evt_2026_1200,university_of_new_mexico_main_campus,2022-01-01,year,"ALBUQUERQUE, NM",LGBTQ+,Vandalism,ED campus safety data listed 6 reported on-campus hate-crime statistics for University of New Mexico-Main Campus: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex22,2026-06-03,2026-06-03,sha256:aaa466a24ec6a14e20babe0a9b2428618c2cd846382899a006a5b80a76e74c68
evt_2026_1201,hamilton_college,2024-01-01,year,"CLINTON, NY",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Hamilton College: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel24,2026-06-03,2026-06-03,sha256:650d8d1130a49577dc0d0d523eae9c649c501f47c89055830a142173b42ec85b
evt_2026_1202,ohio_state_university_main_campus,2024-01-01,year,"COLUMBUS, OH",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Ohio State University-Main Campus: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel24,2026-06-03,2026-06-03,sha256:e5d9f85a772547474a10f2b430f634d583fddf95fa372284b6c411e71c3ef4ce
evt_2026_1203,portland_state_university,2024-01-01,year,"PORTLAND, OR",Ethnicity,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Portland State University: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et24,2026-06-03,2026-06-03,sha256:efc796b92c869116e2db0d5d93a6c1a0752f7b921d1f35acdf71e6b40f0fbc2e
evt_2026_1204,susquehanna_university,2023-01-01,year,"SELINSGROVE, PA",LGBTQ+,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for Susquehanna University: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gid23,2026-06-03,2026-06-03,sha256:55c8694cf7b268ea29ec641082858b0ad6550dc7ba6def5ddcad7dba5f5063d8
evt_2026_1205,brown_university,2022-01-01,year,"PROVIDENCE, RI",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Brown University: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel22,2026-06-03,2026-06-03,sha256:a6c5049b16e4be090c039ef65ad2d634350a19c1ad13104a2d1e6590bf930db6
evt_2026_1206,tennessee_technological_university,2022-01-01,year,"COOKEVILLE, TN",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Tennessee Technological University: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex22,2026-06-03,2026-06-03,sha256:5abf9afc8f529ca16a627302ff537408c0f0979f44454e6c999e524b4b5a8c2b
evt_2026_1207,universal_technical_institute_of_texas_inc,2023-01-01,year,"HOUSTON, TX",Ethnicity,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Universal Technical Institute of Texas Inc.: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et23,2026-06-03,2026-06-03,sha256:51280ebac02fd39cf9ffc25d5decc8cc5e87e4b83c74dd1e42567004f572cc84
evt_2026_1208,university_of_utah,2024-01-01,year,"SALT LAKE CITY, UT",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Utah: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gid24,2026-06-03,2026-06-03,sha256:931aec45215bd3ac76bc5c1582d3ff5cff154ee6056698fef578d7d69aa17646
evt_2026_1209,norfolk_state_university,2022-01-01,year,"Norfolk, VA",Race,Harassment or threat,ED campus safety data listed 4 reported on-campus hate-crime statistics for Norfolk State University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac22,2026-06-03,2026-06-03,sha256:8d698b0d7bfb3180f42381aa932e9eee2f46eb48f7678ecd57fe35b41c8d5e8b
evt_2026_1210,vermont_state_university,2024-01-01,year,"CASTLETON, VT",National origin,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Vermont State University: Destruction/damage/vandalism characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-nat24,2026-06-03,2026-06-03,sha256:b1d06e11f2ef17a02ba56e323f605e9a50558d985920861ef685b4906e7b0dbc
evt_2026_1211,the_evergreen_state_college,2024-01-01,year,"OLYMPIA, WA",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for The Evergreen State College: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel24,2026-06-03,2026-06-03,sha256:33a2a9f63d127870c5c614433cc6cfb31a2ac1487a0952a16c4eab993abf2a0f
evt_2026_1212,university_of_wisconsin_madison,2024-01-01,year,"MADISON, WI",Ethnicity,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Wisconsin-Madison: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et24,2026-06-03,2026-06-03,sha256:61a22939c71cfefeab270a9063ecc2e08574a631c921cd6d44911c6e06ede829
evt_2026_1213,arizona_state_university_campus_immersion,2023-01-01,year,"TEMPE, AZ",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Arizona State University Campus Immersion: Simple assault characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-sex23,2026-06-03,2026-06-03,sha256:58dee0b5034580792a9b79a7ce91e9deba2d8f59f2eceb60278dd4b99d247c8d
evt_2026_1214,chabot_college,2024-01-01,year,"Hayward, CA",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Chabot College: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex24,2026-06-03,2026-06-03,sha256:edb564a2229127ed04b795ec289040519cde334ae69f92b2165e83c44de98c96
evt_2026_1215,colorado_college,2024-01-01,year,"COLORADO SPRINGS, CO",Ethnicity,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Colorado College: Destruction/damage/vandalism characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-et24,2026-06-03,2026-06-03,sha256:ab80a1c9db3ced4284a3d34d1a9da660a25747103f5026fe782db0f4028653cd
evt_2026_1216,yale_university,2022-01-01,year,"NEW HAVEN, CT",LGBTQ+,Vandalism,ED campus safety data listed 2 reported on-campus hate-crime statistics for Yale University: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex22,2026-06-03,2026-06-03,sha256:40c56a3026fb7204fa016607029cac9d6fe7355a47b73785f5f2e51adb0b6f4e
evt_2026_1217,georgetown_university,2022-01-01,year,"WASHINGTON, DC",Race,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for Georgetown University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac22,2026-06-03,2026-06-03,sha256:024e88e4916d2d56dabc2883f907fed028c66d03838da571ef967e8646a99054
evt_2026_1218,university_of_south_florida,2023-01-01,year,"TAMPA, FL",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of South Florida: Simple assault characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rel23,2026-06-03,2026-06-03,sha256:285d9fb8069add285846d7203bb7736f65445584ffe63d6b3c6f3c8779ddec7d
evt_2026_1219,georgia_state_university,2022-01-01,year,"ATLANTA, GA",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Georgia State University: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac22,2026-06-03,2026-06-03,sha256:c0d7e912b9c7f10d0363a14d21c12cc4724f3b62925ad86443e3a507c5754624
evt_2026_1220,university_of_iowa,2024-01-01,year,"IOWA CITY, IA",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Iowa: Aggravated assault characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; agg-a-rac24,2026-06-03,2026-06-03,sha256:f25cf694fb8670401f8bbf4bb43714b2d25b4d873137378a9ff4691a7312bdec
